locus_tag	ftype	length_bp	gene	EC_number	COG	product
BCDAKLAD_03856	CDS	1035	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
BCDAKLAD_03857	gene	1488	lsrA			
BCDAKLAD_03857	CDS	1488	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
BCDAKLAD_03858	gene	972	lsrR			
BCDAKLAD_03858	CDS	972	lsrR		COG2390	Transcriptional regulator LsrR
BCDAKLAD_03859	gene	1599	lsrK			
BCDAKLAD_03859	CDS	1599	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
BCDAKLAD_03860	gene	2022	fadH			
BCDAKLAD_03860	CDS	2022	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
BCDAKLAD_03861	gene	1131	rlmG			
BCDAKLAD_03861	CDS	1131	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
BCDAKLAD_03862	gene	708				
BCDAKLAD_03862	CDS	708				hypothetical protein
BCDAKLAD_03863	gene	603				
BCDAKLAD_03863	CDS	603				hypothetical protein
BCDAKLAD_03864	gene	501	ygjP			
BCDAKLAD_03864	CDS	501	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
BCDAKLAD_03865	gene	990	iolU_2			
BCDAKLAD_03865	CDS	990	iolU_2	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
BCDAKLAD_03866	gene	972	alx			
BCDAKLAD_03866	CDS	972	alx		COG0861	Putative membrane-bound redox modulator Alx
BCDAKLAD_03867	gene	1248	sstT			
BCDAKLAD_03867	CDS	1248	sstT		COG3633	Serine/threonine transporter SstT
BCDAKLAD_03868	gene	555	ygjV			
BCDAKLAD_03868	CDS	555	ygjV			Inner membrane protein YgjV
BCDAKLAD_03869	gene	1488	uxaA			
BCDAKLAD_03869	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
BCDAKLAD_03870	gene	1413	uxaC			
BCDAKLAD_03870	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
BCDAKLAD_03871	gene	1302	exuT_3			
BCDAKLAD_03871	CDS	1302	exuT_3			Hexuronate transporter
BCDAKLAD_03872	gene	777	lldR_2			
BCDAKLAD_03872	CDS	777	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
BCDAKLAD_03873	gene	663	yqjA			
BCDAKLAD_03873	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
BCDAKLAD_03874	gene	387	mzrA			
BCDAKLAD_03874	CDS	387	mzrA			Modulator protein MzrA
BCDAKLAD_03875	gene	369	yqjC			
BCDAKLAD_03875	CDS	369	yqjC			Protein YqjC
BCDAKLAD_03876	gene	306	yqjD			
BCDAKLAD_03876	CDS	306	yqjD		COG4575	putative protein YqjD
BCDAKLAD_03877	gene	399	yqjE			
BCDAKLAD_03877	CDS	399	yqjE		COG5393	Inner membrane protein YqjE
BCDAKLAD_03878	gene	297				
BCDAKLAD_03878	CDS	297				hypothetical protein
BCDAKLAD_03879	gene	393	yqjF			
BCDAKLAD_03879	CDS	393	yqjF		COG2259	Inner membrane protein YqjF
BCDAKLAD_03880	gene	987	yqjG			
BCDAKLAD_03880	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
BCDAKLAD_03881	gene	369	yhaH			
BCDAKLAD_03881	CDS	369	yhaH		COG3152	Inner membrane protein YhaH
BCDAKLAD_03882	gene	897	yhaJ_3			
BCDAKLAD_03882	CDS	897	yhaJ_3			HTH-type transcriptional regulator YhaJ
BCDAKLAD_03883	gene	702	yhaK			
BCDAKLAD_03883	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
BCDAKLAD_03884	gene	168				
BCDAKLAD_03884	CDS	168				hypothetical protein
BCDAKLAD_03885	gene	411				
BCDAKLAD_03885	CDS	411				hypothetical protein
BCDAKLAD_03886	gene	465				
BCDAKLAD_03886	CDS	465				hypothetical protein
BCDAKLAD_03887	gene	108				
BCDAKLAD_03887	CDS	108				hypothetical protein
BCDAKLAD_03888	gene	1146	garK_3			
BCDAKLAD_03888	CDS	1146	garK_3	2.7.1.165	COG1929	Glycerate 2-kinase
BCDAKLAD_03889	gene	891	garR			
BCDAKLAD_03889	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
BCDAKLAD_03890	gene	771	garL			
BCDAKLAD_03890	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
BCDAKLAD_03891	gene	1332	garP			
BCDAKLAD_03891	CDS	1332	garP			putative galactarate transporter
BCDAKLAD_03892	gene	150				
BCDAKLAD_03892	CDS	150				hypothetical protein
BCDAKLAD_03893	gene	1572	garD			
BCDAKLAD_03893	CDS	1572	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
BCDAKLAD_03894	gene	864	rsmI			
BCDAKLAD_03894	CDS	864	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
BCDAKLAD_03895	gene	2109	lpoA			
BCDAKLAD_03895	CDS	2109	lpoA		COG3107	Penicillin-binding protein activator LpoA
BCDAKLAD_03896	gene	387				
BCDAKLAD_03896	CDS	387				hypothetical protein
BCDAKLAD_03897	gene	591	diaA			
BCDAKLAD_03897	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
BCDAKLAD_03898	gene	576				
BCDAKLAD_03898	CDS	576				hypothetical protein
BCDAKLAD_03899	gene	1041				
BCDAKLAD_03899	CDS	1041				hypothetical protein
BCDAKLAD_03900	gene	648				
BCDAKLAD_03900	CDS	648				hypothetical protein
BCDAKLAD_03901	gene	537	yhbO			
BCDAKLAD_03901	CDS	537	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
BCDAKLAD_03902	gene	444				
BCDAKLAD_03902	CDS	444				hypothetical protein
BCDAKLAD_03903	gene	321				
BCDAKLAD_03903	CDS	321				hypothetical protein
BCDAKLAD_03904	gene	504				
BCDAKLAD_03904	CDS	504				hypothetical protein
BCDAKLAD_03905	gene	525	ubiJ_2			
BCDAKLAD_03905	CDS	525	ubiJ_2			Ubiquinone biosynthesis accessory factor UbiJ
BCDAKLAD_03906	gene	996	yhbU			
BCDAKLAD_03906	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
BCDAKLAD_03907	gene	879				
BCDAKLAD_03907	CDS	879				hypothetical protein
BCDAKLAD_03908	gene	1008				
BCDAKLAD_03908	CDS	1008				hypothetical protein
BCDAKLAD_03909	gene	1245	mtr			
BCDAKLAD_03909	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
BCDAKLAD_03910	gene	1932	deaD			
BCDAKLAD_03910	CDS	1932	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
BCDAKLAD_03911	gene	885	nlpI			
BCDAKLAD_03911	CDS	885	nlpI		COG4785	Lipoprotein NlpI
BCDAKLAD_03912	gene	2136	pnp			
BCDAKLAD_03912	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
BCDAKLAD_03913	gene	270	rpsO			
BCDAKLAD_03913	CDS	270	rpsO		COG0184	30S ribosomal protein S15
BCDAKLAD_03914	gene	945	truB			
BCDAKLAD_03914	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
BCDAKLAD_03915	gene	402	rbfA			
BCDAKLAD_03915	CDS	402	rbfA		COG0858	30S ribosome-binding factor
BCDAKLAD_03916	gene	2691	infB			
BCDAKLAD_03916	CDS	2691	infB		COG0532	Translation initiation factor IF-2
BCDAKLAD_03917	gene	1488	nusA			
BCDAKLAD_03917	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
BCDAKLAD_03918	gene	423	rimP			
BCDAKLAD_03918	CDS	423	rimP		COG0779	Ribosome maturation factor RimP
BCDAKLAD_03919	gene	77				
BCDAKLAD_03919	tRNA	77				tRNA-Met(cat)
BCDAKLAD_03920	gene	1344	argG			
BCDAKLAD_03920	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
BCDAKLAD_03921	gene	630	iprA_2			
BCDAKLAD_03921	CDS	630	iprA_2			Inhibitor of hydrogen peroxide resistance
BCDAKLAD_03922	gene	552				
BCDAKLAD_03922	CDS	552				hypothetical protein
BCDAKLAD_03923	gene	402				
BCDAKLAD_03923	CDS	402				hypothetical protein
BCDAKLAD_03924	gene	87				
BCDAKLAD_03924	tRNA	87				tRNA-Leu(gag)
BCDAKLAD_03925	gene	330	secG			
BCDAKLAD_03925	CDS	330	secG		COG1314	Protein-export membrane protein SecG
BCDAKLAD_03926	gene	1338	glmM			
BCDAKLAD_03926	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
BCDAKLAD_03927	gene	849	folP			
BCDAKLAD_03927	CDS	849	folP	2.5.1.15	COG0294	Dihydropteroate synthase
BCDAKLAD_03928	gene	1944	ftsH			
BCDAKLAD_03928	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
BCDAKLAD_03929	gene	630	rlmE			
BCDAKLAD_03929	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
BCDAKLAD_03930	gene	333	yhbY			
BCDAKLAD_03930	CDS	333	yhbY		COG1534	RNA-binding protein YhbY
BCDAKLAD_03931	gene	477	greA			
BCDAKLAD_03931	CDS	477	greA		COG0782	Transcription elongation factor GreA
BCDAKLAD_03932	gene	1434	dacB			
BCDAKLAD_03932	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
BCDAKLAD_03933	gene	1179	obgE			
BCDAKLAD_03933	CDS	1179	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
BCDAKLAD_03934	gene	798	yhbE			
BCDAKLAD_03934	CDS	798	yhbE		COG0697	putative inner membrane transporter YhbE
BCDAKLAD_03935	gene	258	rpmA			
BCDAKLAD_03935	CDS	258	rpmA		COG0211	50S ribosomal protein L27
BCDAKLAD_03936	gene	312	rplU			
BCDAKLAD_03936	CDS	312	rplU		COG0261	50S ribosomal protein L21
BCDAKLAD_03937	gene	972	ispB			
BCDAKLAD_03937	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
BCDAKLAD_03938	gene	273				
BCDAKLAD_03938	CDS	273				hypothetical protein
BCDAKLAD_03939	gene	1260	murA			
BCDAKLAD_03939	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
BCDAKLAD_03940	gene	255	ibaG			
BCDAKLAD_03940	CDS	255	ibaG		COG5007	Acid stress protein IbaG
BCDAKLAD_03941	gene	291	mlaB			
BCDAKLAD_03941	CDS	291	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
BCDAKLAD_03942	gene	636	mlaC			
BCDAKLAD_03942	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
BCDAKLAD_03943	gene	552	mlaD			
BCDAKLAD_03943	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
BCDAKLAD_03944	gene	783	mlaE			
BCDAKLAD_03944	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
BCDAKLAD_03945	gene	813	mlaF			
BCDAKLAD_03945	CDS	813	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
BCDAKLAD_03946	gene	978	yrbG			
BCDAKLAD_03946	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
BCDAKLAD_03947	gene	987	kdsD			
BCDAKLAD_03947	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
BCDAKLAD_03948	gene	567	kdsC			
BCDAKLAD_03948	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
BCDAKLAD_03949	gene	576	lptC			
BCDAKLAD_03949	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
BCDAKLAD_03950	gene	546	lptA			
BCDAKLAD_03950	CDS	546	lptA		COG1934	Lipopolysaccharide export system protein LptA
BCDAKLAD_03951	gene	726	lptB_2			
BCDAKLAD_03951	CDS	726	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BCDAKLAD_03952	gene	1434	rpoN			
BCDAKLAD_03952	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
BCDAKLAD_03953	gene	288	hpf			
BCDAKLAD_03953	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
BCDAKLAD_03954	gene	489	ptsN			
BCDAKLAD_03954	CDS	489	ptsN		COG1762	Nitrogen regulatory protein
BCDAKLAD_03955	gene	855	rapZ			
BCDAKLAD_03955	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
BCDAKLAD_03956	gene	273	ptsO			
BCDAKLAD_03956	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
BCDAKLAD_03957	gene	726	mtgA			
BCDAKLAD_03957	CDS	726	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
BCDAKLAD_03958	gene	654	elbB			
BCDAKLAD_03958	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
BCDAKLAD_03959	gene	2340	arcB			
BCDAKLAD_03959	CDS	2340	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
BCDAKLAD_03960	gene	1065	uxuA_2			
BCDAKLAD_03960	CDS	1065	uxuA_2	4.2.1.8	COG1312	Mannonate dehydratase
BCDAKLAD_03961	gene	1017	rspB			
BCDAKLAD_03961	CDS	1017	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
BCDAKLAD_03962	gene	1284	exuT_4			
BCDAKLAD_03962	CDS	1284	exuT_4			Hexuronate transporter
BCDAKLAD_03963	gene	933				
BCDAKLAD_03963	CDS	933				hypothetical protein
BCDAKLAD_03964	gene	4461	gltB			
BCDAKLAD_03964	CDS	4461	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
BCDAKLAD_03965	gene	1419	gltD			
BCDAKLAD_03965	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
BCDAKLAD_03966	gene	705	nanE			
BCDAKLAD_03966	CDS	705	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
BCDAKLAD_03967	gene	495	sspB			
BCDAKLAD_03967	CDS	495	sspB		COG2969	Stringent starvation protein B
BCDAKLAD_03968	gene	639	sspA			
BCDAKLAD_03968	CDS	639	sspA		COG0625	Stringent starvation protein A
BCDAKLAD_03969	gene	393	rpsI			
BCDAKLAD_03969	CDS	393	rpsI		COG0103	30S ribosomal protein S9
BCDAKLAD_03970	gene	429	rplM			
BCDAKLAD_03970	CDS	429	rplM		COG0102	50S ribosomal protein L13
BCDAKLAD_03971	gene	1128	zapE_2			
BCDAKLAD_03971	CDS	1128	zapE_2		COG1485	Cell division protein ZapE
BCDAKLAD_03972	gene	399	yhcB			
BCDAKLAD_03972	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
BCDAKLAD_03973	gene	1368	degQ			
BCDAKLAD_03973	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
BCDAKLAD_03974	gene	1059	degS			
BCDAKLAD_03974	CDS	1059	degS	3.4.21.107	COG0265	Serine endoprotease DegS
BCDAKLAD_03975	gene	711	citG_3			
BCDAKLAD_03975	CDS	711	citG_3	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
BCDAKLAD_03976	gene	495				
BCDAKLAD_03976	CDS	495				hypothetical protein
BCDAKLAD_03977	gene	810	oadA			
BCDAKLAD_03977	CDS	810	oadA	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
BCDAKLAD_03978	gene	783				
BCDAKLAD_03978	CDS	783				hypothetical protein
BCDAKLAD_03979	gene	618	ttdB			
BCDAKLAD_03979	CDS	618	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
BCDAKLAD_03980	gene	900	ttdA			
BCDAKLAD_03980	CDS	900	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
BCDAKLAD_03981	gene	1269	sdcS			
BCDAKLAD_03981	CDS	1269	sdcS			Sodium-dependent dicarboxylate transporter SdcS
BCDAKLAD_03982	gene	666				
BCDAKLAD_03982	CDS	666				hypothetical protein
BCDAKLAD_03983	gene	630				
BCDAKLAD_03983	CDS	630				hypothetical protein
BCDAKLAD_03984	gene	939	mdh_2			
BCDAKLAD_03984	CDS	939	mdh_2	1.1.1.37	COG0039	Malate dehydrogenase
BCDAKLAD_03985	gene	471	argR			
BCDAKLAD_03985	CDS	471	argR		COG1438	Arginine repressor
BCDAKLAD_03986	gene	264				
BCDAKLAD_03986	CDS	264				hypothetical protein
BCDAKLAD_03987	gene	267				
BCDAKLAD_03987	CDS	267				hypothetical protein
BCDAKLAD_03988	gene	276	yhcO			
BCDAKLAD_03988	CDS	276	yhcO		COG2732	putative protein YhcO
BCDAKLAD_03989	gene	1968	aaeB_2			
BCDAKLAD_03989	CDS	1968	aaeB_2		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
BCDAKLAD_03990	gene	933	aaeA_2			
BCDAKLAD_03990	CDS	933	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
BCDAKLAD_03991	gene	204	aaeX			
BCDAKLAD_03991	CDS	204	aaeX			Protein AaeX
BCDAKLAD_03992	gene	930	dmlR_17			
BCDAKLAD_03992	CDS	930	dmlR_17			HTH-type transcriptional regulator DmlR
BCDAKLAD_03993	gene	1446	tldD			
BCDAKLAD_03993	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
BCDAKLAD_03994	gene	3798				
BCDAKLAD_03994	CDS	3798				hypothetical protein
BCDAKLAD_03995	gene	1470	rng			
BCDAKLAD_03995	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
BCDAKLAD_03996	gene	582	yhdE			
BCDAKLAD_03996	CDS	582	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
BCDAKLAD_03997	gene	489	mreD			
BCDAKLAD_03997	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
BCDAKLAD_03998	gene	993	mreC			
BCDAKLAD_03998	CDS	993	mreC		COG1792	Cell shape-determining protein MreC
BCDAKLAD_03999	gene	1044	mreB			
BCDAKLAD_03999	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
BCDAKLAD_04000	gene	1941	csrD			
BCDAKLAD_04000	CDS	1941	csrD			RNase E specificity factor CsrD
BCDAKLAD_04001	gene	1002	msrP			
BCDAKLAD_04001	CDS	1002	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
BCDAKLAD_04002	gene	609	msrQ			
BCDAKLAD_04002	CDS	609	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
BCDAKLAD_04003	gene	453	aroQ			
BCDAKLAD_04003	CDS	453	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
BCDAKLAD_04004	gene	468	accB			
BCDAKLAD_04004	CDS	468	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
BCDAKLAD_04005	gene	1350	accC			
BCDAKLAD_04005	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
BCDAKLAD_04006	gene	243	yhdT			
BCDAKLAD_04006	CDS	243	yhdT		COG3924	putative membrane protein YhdT
BCDAKLAD_04007	gene	1452	panF			
BCDAKLAD_04007	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
BCDAKLAD_04008	gene	882	prmA			
BCDAKLAD_04008	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
BCDAKLAD_04009	gene	966	dusB			
BCDAKLAD_04009	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
BCDAKLAD_04010	gene	297	fis			
BCDAKLAD_04010	CDS	297	fis		COG2901	DNA-binding protein Fis
BCDAKLAD_04011	gene	654	acrR_2			
BCDAKLAD_04011	CDS	654	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
BCDAKLAD_04012	gene	1140	acrE			
BCDAKLAD_04012	CDS	1140	acrE			Multidrug export protein AcrE
BCDAKLAD_04013	gene	3111	acrF			
BCDAKLAD_04013	CDS	3111	acrF		COG0841	Multidrug export protein AcrF
BCDAKLAD_04014	gene	222				
BCDAKLAD_04014	CDS	222				hypothetical protein
BCDAKLAD_04015	gene	110				
BCDAKLAD_04015	rRNA	110				5S ribosomal RNA
BCDAKLAD_04016	gene	76				
BCDAKLAD_04016	tRNA	76				tRNA-Thr(ggt)
BCDAKLAD_04017	gene	555	yrdA_2			
BCDAKLAD_04017	CDS	555	yrdA_2		COG0663	Protein YrdA
BCDAKLAD_04018	gene	258				
BCDAKLAD_04018	CDS	258				hypothetical protein
BCDAKLAD_04019	gene	819	aroE_2			
BCDAKLAD_04019	CDS	819	aroE_2	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
BCDAKLAD_04020	gene	573	tsaC			
BCDAKLAD_04020	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
BCDAKLAD_04021	gene	543	topA_2			
BCDAKLAD_04021	CDS	543	topA_2	5.6.2.1		DNA topoisomerase 1
BCDAKLAD_04022	gene	474	smg			
BCDAKLAD_04022	CDS	474	smg			Protein Smg
BCDAKLAD_04023	gene	1125				
BCDAKLAD_04023	CDS	1125				hypothetical protein
BCDAKLAD_04024	gene	510	def			
BCDAKLAD_04024	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
BCDAKLAD_04025	gene	948	fmt			
BCDAKLAD_04025	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
BCDAKLAD_04026	gene	1296	rsmB			
BCDAKLAD_04026	CDS	1296	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
BCDAKLAD_04027	gene	1377	trkA			
BCDAKLAD_04027	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
BCDAKLAD_04028	gene	414	mscL			
BCDAKLAD_04028	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
BCDAKLAD_04029	gene	279				
BCDAKLAD_04029	CDS	279				hypothetical protein
BCDAKLAD_04030	gene	426	zntR			
BCDAKLAD_04030	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
BCDAKLAD_04031	gene	369				
BCDAKLAD_04031	CDS	369				hypothetical protein
BCDAKLAD_04032	gene	387	rplQ			
BCDAKLAD_04032	CDS	387	rplQ		COG0203	50S ribosomal protein L17
BCDAKLAD_04033	gene	990	rpoA			
BCDAKLAD_04033	CDS	990	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
BCDAKLAD_04034	gene	621	rpsD			
BCDAKLAD_04034	CDS	621	rpsD		COG0522	30S ribosomal protein S4
BCDAKLAD_04035	gene	357	rpsM			
BCDAKLAD_04035	CDS	357	rpsM		COG0099	30S ribosomal protein S13
BCDAKLAD_04036	gene	1332	secY			
BCDAKLAD_04036	CDS	1332	secY		COG0201	Protein translocase subunit SecY
BCDAKLAD_04037	gene	435	rplO			
BCDAKLAD_04037	CDS	435	rplO		COG0200	50S ribosomal protein L15
BCDAKLAD_04038	gene	180	rpmD			
BCDAKLAD_04038	CDS	180	rpmD		COG1841	50S ribosomal protein L30
BCDAKLAD_04039	gene	504	rpsE			
BCDAKLAD_04039	CDS	504	rpsE		COG0098	30S ribosomal protein S5
BCDAKLAD_04040	gene	354	rplR			
BCDAKLAD_04040	CDS	354	rplR		COG0256	50S ribosomal protein L18
BCDAKLAD_04041	gene	534	rplF			
BCDAKLAD_04041	CDS	534	rplF		COG0097	50S ribosomal protein L6
BCDAKLAD_04042	gene	393	rpsH			
BCDAKLAD_04042	CDS	393	rpsH		COG0096	30S ribosomal protein S8
BCDAKLAD_04043	gene	306	rpsN			
BCDAKLAD_04043	CDS	306	rpsN		COG0199	30S ribosomal protein S14
BCDAKLAD_04044	gene	540	rplE			
BCDAKLAD_04044	CDS	540	rplE		COG0094	50S ribosomal protein L5
BCDAKLAD_04045	gene	315	rplX			
BCDAKLAD_04045	CDS	315	rplX		COG0198	50S ribosomal protein L24
BCDAKLAD_04046	gene	372	rplN			
BCDAKLAD_04046	CDS	372	rplN		COG0093	50S ribosomal protein L14
BCDAKLAD_04047	gene	255	rpsQ			
BCDAKLAD_04047	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
BCDAKLAD_04048	gene	192	rpmC			
BCDAKLAD_04048	CDS	192	rpmC		COG0255	50S ribosomal protein L29
BCDAKLAD_04049	gene	411	rplP			
BCDAKLAD_04049	CDS	411	rplP		COG0197	50S ribosomal protein L16
BCDAKLAD_04050	gene	699	rpsC			
BCDAKLAD_04050	CDS	699	rpsC		COG0092	30S ribosomal protein S3
BCDAKLAD_04051	gene	333	rplV			
BCDAKLAD_04051	CDS	333	rplV		COG0091	50S ribosomal protein L22
BCDAKLAD_04052	gene	279	rpsS			
BCDAKLAD_04052	CDS	279	rpsS		COG0185	30S ribosomal protein S19
BCDAKLAD_04053	gene	822	rplB			
BCDAKLAD_04053	CDS	822	rplB		COG0090	50S ribosomal protein L2
BCDAKLAD_04054	gene	303	rplW			
BCDAKLAD_04054	CDS	303	rplW		COG0089	50S ribosomal protein L23
BCDAKLAD_04055	gene	606	rplD			
BCDAKLAD_04055	CDS	606	rplD		COG0088	50S ribosomal protein L4
BCDAKLAD_04056	gene	630	rplC			
BCDAKLAD_04056	CDS	630	rplC		COG0087	50S ribosomal protein L3
BCDAKLAD_04057	gene	312	rpsJ			
BCDAKLAD_04057	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
BCDAKLAD_04058	gene	522				
BCDAKLAD_04058	CDS	522				hypothetical protein
BCDAKLAD_04059	gene	477	bfr			
BCDAKLAD_04059	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
BCDAKLAD_04060	gene	195	bfd			
BCDAKLAD_04060	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
BCDAKLAD_04061	gene	2115	fusA_2			
BCDAKLAD_04061	CDS	2115	fusA_2		COG0480	Elongation factor G
BCDAKLAD_04062	gene	471	rpsG			
BCDAKLAD_04062	CDS	471	rpsG		COG0049	30S ribosomal protein S7
BCDAKLAD_04063	gene	375	rpsL			
BCDAKLAD_04063	CDS	375	rpsL		COG0048	30S ribosomal protein S12
BCDAKLAD_04064	gene	288	tusB			
BCDAKLAD_04064	CDS	288	tusB		COG2168	Protein TusB
BCDAKLAD_04065	gene	360	tusC			
BCDAKLAD_04065	CDS	360	tusC		COG2923	Protein TusC
BCDAKLAD_04066	gene	387	tusD			
BCDAKLAD_04066	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
BCDAKLAD_04067	gene	723	dauR			
BCDAKLAD_04067	CDS	723	dauR		COG2964	Transcriptional regulator DauR
BCDAKLAD_04068	gene	831	fkpA			
BCDAKLAD_04068	CDS	831	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
BCDAKLAD_04069	gene	219	slyX			
BCDAKLAD_04069	CDS	219	slyX		COG2900	Protein SlyX 
BCDAKLAD_04070	gene	588				
BCDAKLAD_04070	CDS	588				hypothetical protein
BCDAKLAD_04071	gene	201				
BCDAKLAD_04071	CDS	201				hypothetical protein
BCDAKLAD_04072	gene	1806	kefC_2			
BCDAKLAD_04072	CDS	1806	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
BCDAKLAD_04073	gene	561	ywrO			
